Date,Comment_ID,Parent_ID,Content,Status,Reaction_Count,Reply_Count,Permalink,Post_URL
2026-06-07 01:58:11,1444898224349187_1311370287877131,1444898224349187_1329146931880288,Xịn #Prudential,active,0,0,https://www.facebook.com/1454150383423971/posts/1444898224349187?comment_id=1329146931880288&reply_comment_id=1311370287877131,https://www.facebook.com/408308732570405/posts/1444898224349187
2026-06-07 01:58:13,1444898224349187_1763989754975116,1444898224349187_1329146931880288,Xịn #Prudential,active,0,0,https://www.facebook.com/1454150383423971/posts/1444898224349187?comment_id=1329146931880288&reply_comment_id=1763989754975116,https://www.facebook.com/408308732570405/posts/1444898224349187
2026-06-07 01:58:15,1444898224349187_1387369893201648,1444898224349187_1329146931880288,Xịn #Prudential,active,0,0,https://www.facebook.com/1454150383423971/posts/1444898224349187?comment_id=1329146931880288&reply_comment_id=1387369893201648,https://www.facebook.com/408308732570405/posts/1444898224349187
2026-06-07 01:58:17,1444898224349187_1709987520351923,1444898224349187_1329146931880288,Xịn #Prudential,active,0,0,https://www.facebook.com/1454150383423971/posts/1444898224349187?comment_id=1329146931880288&reply_comment_id=1709987520351923,https://www.facebook.com/408308732570405/posts/1444898224349187
2026-06-07 01:58:19,1444898224349187_1345705080768914,1444898224349187_1329146931880288,Xịn #Prudential,active,0,0,https://www.facebook.com/1454150383423971/posts/1444898224349187?comment_id=1329146931880288&reply_comment_id=1345705080768914,https://www.facebook.com/408308732570405/posts/1444898224349187
2026-06-07 01:58:20,1444898224349187_1720282982498424,1444898224349187_1329146931880288,Xịn #Prudential,active,0,0,https://www.facebook.com/1454150383423971/posts/1444898224349187?comment_id=1329146931880288&reply_comment_id=1720282982498424,https://www.facebook.com/408308732570405/posts/1444898224349187
2026-06-07 01:58:22,1444898224349187_2241272196409381,1444898224349187_1329146931880288,Xịn #Prudential,active,0,0,https://www.facebook.com/1454150383423971/posts/1444898224349187?comment_id=1329146931880288&reply_comment_id=2241272196409381,https://www.facebook.com/408308732570405/posts/1444898224349187
2026-06-07 01:58:25,1444898224349187_1893578811827366,1444898224349187_1329146931880288,Xịn #Prudential,active,0,0,https://www.facebook.com/1454150383423971/posts/1444898224349187?comment_id=1329146931880288&reply_comment_id=1893578811827366,https://www.facebook.com/408308732570405/posts/1444898224349187
2026-06-07 01:58:26,1444898224349187_1371294198182965,1444898224349187_1329146931880288,Xịn #Prudential,active,0,0,https://www.facebook.com/1454150383423971/posts/1444898224349187?comment_id=1329146931880288&reply_comment_id=1371294198182965,https://www.facebook.com/408308732570405/posts/1444898224349187
2026-06-07 01:58:27,1444898224349187_1242123214500501,1444898224349187_1329146931880288,Xịn #Prudential,active,0,0,https://www.facebook.com/1454150383423971/posts/1444898224349187?comment_id=1329146931880288&reply_comment_id=1242123214500501,https://www.facebook.com/408308732570405/posts/1444898224349187
2026-06-07 01:58:29,1444898224349187_1661069431678414,1444898224349187_1329146931880288,Xịn #Prudential,active,0,0,https://www.facebook.com/1454150383423971/posts/1444898224349187?comment_id=1329146931880288&reply_comment_id=1661069431678414,https://www.facebook.com/408308732570405/posts/1444898224349187
2026-06-07 01:58:30,1444898224349187_1651233739440928,1444898224349187_1329146931880288,Xịn #Prudential,active,0,0,https://www.facebook.com/1454150383423971/posts/1444898224349187?comment_id=1329146931880288&reply_comment_id=1651233739440928,https://www.facebook.com/408308732570405/posts/1444898224349187
2026-06-07 01:58:32,1444898224349187_825936500354733,1444898224349187_1329146931880288,Xịn #Prudential,active,0,0,https://www.facebook.com/1454150383423971/posts/1444898224349187?comment_id=1329146931880288&reply_comment_id=825936500354733,https://www.facebook.com/408308732570405/posts/1444898224349187
2026-06-07 01:58:33,1444898224349187_1671999937562750,1444898224349187_1329146931880288,Xịn #Prudential,active,0,0,https://www.facebook.com/1454150383423971/posts/1444898224349187?comment_id=1329146931880288&reply_comment_id=1671999937562750,https://www.facebook.com/408308732570405/posts/1444898224349187
2026-06-07 01:58:35,1444898224349187_1024676766676892,1444898224349187_1329146931880288,Xịn #Prudential,active,0,0,https://www.facebook.com/1454150383423971/posts/1444898224349187?comment_id=1329146931880288&reply_comment_id=1024676766676892,https://www.facebook.com/408308732570405/posts/1444898224349187
2026-06-07 01:58:36,1444898224349187_1747610463259683,1444898224349187_1329146931880288,Xịn #Prudential,active,0,0,https://www.facebook.com/1454150383423971/posts/1444898224349187?comment_id=1329146931880288&reply_comment_id=1747610463259683,https://www.facebook.com/408308732570405/posts/1444898224349187
2026-06-07 01:58:38,1444898224349187_1014749104355104,1444898224349187_1329146931880288,Xịn #Prudential,active,0,0,https://www.facebook.com/1454150383423971/posts/1444898224349187?comment_id=1329146931880288&reply_comment_id=1014749104355104,https://www.facebook.com/408308732570405/posts/1444898224349187
2026-06-07 01:58:39,1444898224349187_1306181661624559,1444898224349187_1329146931880288,Xịn #Prudential,active,0,0,https://www.facebook.com/1454150383423971/posts/1444898224349187?comment_id=1329146931880288&reply_comment_id=1306181661624559,https://www.facebook.com/408308732570405/posts/1444898224349187
