Date,Comment_ID,Author_ID,Author_Name,Content,Status,Reaction_Count,Reply_Count,Post_URL
2026-06-13 04:16:12,1444898224349187_1006109988575198,,,Đáp án B - 54 Max Anh Hùng Hieu Nguyen Khang Khang #Prudential #Khởi_Đầu_Nhỏ #Khoẻ_Chủ_Động,active,0,0,https://www.facebook.com/408308732570405/posts/1444898224349187
2026-06-07 04:55:51,1444898224349187_976610482083223,,,47 Đáp án B Dinh dưỡng.  Hà Trung Kiên Nhi Nhi #Prudential #Khởi_Đầu_Nhỏ #Khoẻ_Chủ_Động,active,0,0,https://www.facebook.com/408308732570405/posts/1444898224349187
2026-06-07 03:31:30,1444898224349187_1307880004272217,,,Đáp án : B Số may mắn : 44 Mạnh Nguyễn Ngọc Minh Hai Yenemm #Prudential #Khởi_Đầu_Nhỏ #Khoẻ_Chủ_Động,active,0,6323,https://www.facebook.com/408308732570405/posts/1444898224349187
2026-06-07 03:30:20,1444898224349187_1003929705676056,,,Đáp án B SMM : 42 Huyền Trang Anh Viet Tuan Anh #Prudential #Khởi_Đầu_Nhỏ #Khoẻ_Chủ_Động,active,0,6339,https://www.facebook.com/408308732570405/posts/1444898224349187
2026-06-07 03:28:41,1444898224349187_888269780967829,,,Đáp án B SMM : 81 Anh Khoa Kiều Kiều Ngoc Yenn #Prudential #Khởi_Đầu_Nhỏ #Khoẻ_Chủ_Động,active,0,6365,https://www.facebook.com/408308732570405/posts/1444898224349187
2026-06-07 03:27:25,1444898224349187_980015638258577,,,Đáp án B - 98 Anh Sang Bùi Thảo My Mai Anh #Prudential #Khởi_Đầu_Nhỏ #Khoẻ_Chủ_Động,active,0,6358,https://www.facebook.com/408308732570405/posts/1444898224349187
2026-06-07 03:25:58,1444898224349187_1577480480411382,,,Đáp án B - 21 Hà Văn Tiên Minh Thiện Anh Kiet  #Prudential #Khởi_Đầu_Nhỏ #Khoẻ_Chủ_Động,active,0,6382,https://www.facebook.com/408308732570405/posts/1444898224349187
2026-06-06 15:07:00,1444898224349187_971471619093334,,,Đáp án đúng: B - 70 Hoa Nở Không Màu Ngân Hoàng Phan Minh Triết  #Prudential #Khởi_Đầu_Nhỏ #Khoẻ_Chủ_Động,active,0,0,https://www.facebook.com/408308732570405/posts/1444898224349187
2026-06-06 14:33:50,1444898224349187_2473312523184694,,,đáp án B số may mắn 79 Huy Huy Huy Nguyễn Hi Va selie༉ˊˎ丨༊ #Prudential #Khởi_Đầu_Nhỏ #Khoẻ_Chủ_Động,active,1,1517,https://www.facebook.com/408308732570405/posts/1444898224349187
2026-06-06 13:34:02,1444898224349187_1258439122845727,,,đáp án B số may mắn 22 Văn Dương Duyệt Du Chỉ #Prudential #Khởi_Đầu_Nhỏ #Khoẻ_Chủ_Động,active,0,272,https://www.facebook.com/408308732570405/posts/1444898224349187
